post_id,comment_text,channel,timestamp,likes,shares,brand_mentioned,follower_count
P-0040,"Panitia ganti rules mendadak sehari sebelum match, gak ada sosialisasi jelas.",twitter,2026-05-11T09:50:00Z,77,2,true,2794
P-0041,"Hadiahnya oke, cuma pengiriman merchandise-nya suka telat berminggu-minggu. tim gw",telegram,2026-05-11T19:51:00Z,26,2,true,878
P-0042,"MC-nya profesional bgt, salah nama tim 5 kali dalam satu segmen, mantap. tim gw",discord,2026-05-14T18:57:00Z,95,10,true,489
P-0043,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda? squad kita,discord,2026-05-14T11:16:00Z,34,1,true,376
P-0044,"Overlay statistiknya keren pas normal, sayang suka error di momen krusial.",discord,2026-05-12T20:48:00Z,57,6,true,1086
P-0045,Match hari ini tayang jam berapa ya di jadwal terbaru? tim gw,twitter,2026-05-14T07:17:00Z,40,1,false,4859
P-0046,"Streaming-nya jernih banget kali ini, kamera angle-nya juga enak ditonton.",instagram,2026-05-17T20:24:00Z,25,12,true,2457
P-0047,Sistem laporan bug di form online-nya cepat direspon tim teknis. 😅,discord,2026-05-13T11:20:00Z,34,12,true,295
P-0048,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. 😭",twitter,2026-05-14T11:13:00Z,3,9,true,2398
P-0049,"Streaming-nya jernih banget kok, buffering tiap 5 menit doang, lancar jaya. pas semifinal 🔥",instagram,2026-05-14T10:32:00Z,18,12,true,2545
P-0050,Match hari ini tayang jam berapa ya di jadwal terbaru?,discord,2026-05-15T11:54:00Z,39,3,true,510
P-0051,"War tiket kali ini lebih tertib, sistem antrian onlinenya membantu banget. (match kemarin) sih",discord,2026-05-13T19:20:00Z,20,1,true,1118
P-0052,"Overlay statistiknya keren pas normal, sayang suka error di momen krusial.",twitter,2026-05-12T08:38:00Z,56,7,true,4755
P-0053,"Server match kemarin lag parah pas grand final, bikin momen penting jadi kacau. pas fase grup",instagram,2026-05-11T07:52:00Z,37,15,true,3160
P-0054,"Rules anti-cheat-nya ketat, jadi kompetisinya berasa lebih fair.",twitter,2026-05-15T20:18:00Z,20,11,true,2896
P-0055,"Biasa aja sih minggu ini, gak ada yang spesial tapi juga gak mengecewakan. (match kemarin)",twitter,2026-05-15T08:08:00Z,33,1,true,7321
P-0056,"Koordinasi antara caster dan analis pas review match enak diikuti, gak membosankan. deh",discord,2026-05-13T14:41:00Z,38,1,true,1034
P-0057,"Panitia sigap banget pas ada laporan cheat dari peserta, langsung ditindak. @admin",instagram,2026-05-16T16:57:00Z,46,11,true,1044
P-0058,"GG buat panitia, semua match on time gak ada delay sama sekali. pas semifinal",discord,2026-05-11T23:05:00Z,9,7,true,572
P-0059,Follow ig aku dong buat giveaway skin ML gratis @random_acc123 di server utama,telegram,2026-05-16T21:52:00Z,7,5,false,733
P-0060,"Mohon info dong kalau ada turnamen Free Fire selanjutnya, pengen ikut lagi.",telegram,2026-05-11T08:16:00Z,23,11,true,624
P-0061,"Biasa aja sih minggu ini, gak ada yang spesial tapi juga gak mengecewakan. min",discord,2026-05-15T21:35:00Z,33,1,false,397
P-0062,"Bracket adil kok menurut gw, cuma jadwalnya suka mundur-mundur tanpa pemberitahuan jelas.",twitter,2026-05-15T19:16:00Z,19,10,true,2630
P-0063,"Prize pool nya gede banget taun ini, makin semangat push rank buat kualifikasi. tim gw",telegram,2026-05-12T13:22:00Z,35,2,true,193
P-0064,"Standar aja pengalamannya, sesuai ekspektasi lah.",discord,2026-05-17T16:10:00Z,34,6,true,1010
P-0065,"Bracket-nya keliatan gak seimbang, ada grup isinya tim kuat semua.",twitter,2026-05-14T09:37:00Z,93,18,true,2304
P-0066,"Prize pool nya gede bgt taun ini, makin semangat push rank buat kualifikasi. @admin",telegram,2026-05-13T18:11:00Z,55,9,true,698
P-0067,"Bug scoreboard bikin skor sempat kebalik, untung buru-buru dikoreksi tapi bikin panik. tim gw ya",discord,2026-05-11T23:20:00Z,45,11,true,1070
P-0068,"Bracket update-nya real-time, jadi gampang mantau tim jagoan sendiri.",telegram,2026-05-11T16:02:00Z,2,3,true,634
P-0069,"Koordinasi antara caster dan analis pas review match enak diikuti, gak membosankan. deh",telegram,2026-05-16T10:08:00Z,57,6,false,894
P-0070,"Venue kece, sound system oke, tapi antrian masuknya berantakan bgt gak ada yang atur. min",instagram,2026-05-13T13:15:00Z,9,9,true,2470
P-0071,"Overall pengalaman ikut turnamen ini positif, salut buat panitia. di server utama",telegram,2026-05-17T07:15:00Z,42,0,false,634
P-0072,"Match day berjalan lancar, gak ada kendala teknis berarti minggu ini. 🔥",discord,2026-05-11T22:58:00Z,5,12,true,598
P-0073,"Prize pool yang dijanjiin di poster beda sama yang diumumin pas final, kok bisa? ya",twitter,2026-05-19T14:29:00Z,17,21,true,4923
P-0074,"Tiket nonton offline war-nya susah banget, keburu abis dalam hitungan menit.",telegram,2026-05-24T14:16:00Z,42,24,true,450
P-0075,Follow ig aku dong buat giveaway skin ML gratis @random_acc123,telegram,2026-05-20T15:32:00Z,55,7,true,280
P-0076,"Hadiahnya oke, cuma pengiriman merchandise-nya suka telat berminggu-minggu.",instagram,2026-05-18T21:40:00Z,52,3,true,2887
P-0077,"Prize pool nya gede banget taun ini, makin semangat push rank buat kualifikasi. di server utama",twitter,2026-05-19T10:31:00Z,38,6,true,3529
P-0078,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. 😅",telegram,2026-05-22T18:37:00Z,45,12,true,264
P-0079,"Mantap nih war tiket, checkout 45 menit error mulu, pengalaman terbaik pokoknya. 🔥",instagram,2026-05-20T19:49:00Z,39,15,true,3429
P-0080,"Kecewa sama koneksi server, ini turnamen kedua kalinya kejadian lag pas final. 🔥",telegram,2026-05-18T17:12:00Z,74,15,false,892
P-0081,Ada rencana bikin divisi khusus buat pemain casual gak min?,discord,2026-05-18T12:02:00Z,45,6,true,749
P-0082,"Venue kece, sound system oke, tapi antrian masuknya berantakan banget gak ada yang atur. pas semifinal 😭",twitter,2026-05-19T20:38:00Z,26,6,true,7682
P-0083,"Venue-nya keren, setup panggung sama lighting-nya bikin suasana makin hype.",instagram,2026-05-20T14:56:00Z,6,0,true,3963
P-0084,"Wah keren banget ya servernya, lag pas final doang, biasa aja itu mah.",instagram,2026-05-19T19:55:00Z,30,27,false,2549
P-0085,Nonton dari mana ya kalau streaming utamanya penuh? woy,discord,2026-05-24T23:06:00Z,16,2,true,295
P-0086,"Refund tiket yg dibatalin sampe sekarang belum cair, udah sebulan lebih. di server utama",telegram,2026-05-22T10:36:00Z,57,19,true,210
P-0087,Format Bo3 di semifinal bikin pertandingannya makin seru dan gak gampang ditebak. sih,discord,2026-05-24T16:45:00Z,51,4,true,1117
P-0088,"Ada bug di sistem skor pas fase grup, parah banget ganggu penilaian.",discord,2026-05-24T09:14:00Z,62,22,true,328
P-0089,Kapan buka lowongan volunteer buat event berikutnya min?,discord,2026-05-18T23:23:00Z,25,11,true,1083
P-0090,"Bagus banget nih refund-nya, cuma nunggu sebulan doang, cepet kan ya. pas semifinal",discord,2026-05-21T08:39:00Z,28,14,false,754
P-0091,"Prize pool-nya jujur bener nih, beda sama poster doang, transparan banget.",instagram,2026-05-20T09:04:00Z,30,12,true,2677
P-0092,"Match day kemarin seru bgt, panitia on point ngatur jadwalnya....",twitter,2026-05-21T14:44:00Z,10,2,true,3719
P-0093,"Delay pertandingan udah 2 jam tanpa info jelas, gimana sih panitianya. min",twitter,2026-05-18T21:30:00Z,86,9,false,3900
P-0094,"Bagus banget nih refund-nya, cuma nunggu sebulan doang, cepet kan ya.",discord,2026-05-22T15:47:00Z,34,9,true,1059
P-0095,"Prize pool nya gede banget taun ini, makin semangat push rank buat kualifikasi. min",twitter,2026-05-21T09:32:00Z,11,9,true,5910
P-0096,"Mohon info dong kalau ada turnamen Free Fire selanjutnya, pengen ikut lagi. di server utama woy",twitter,2026-05-23T12:55:00Z,52,2,true,5045
P-0097,"Overlay statistiknya keren pas normal, sayang suka error di momen krusial. min",instagram,2026-05-21T18:57:00Z,36,11,true,2707
P-0098,"Casting & host-nya lucu-lucu tapi tetep informatif, betah nonton sampe akhir.",twitter,2026-05-21T21:59:00Z,49,12,true,4544
P-0099,"Panitia ramah bgt sih orangnya, tapi sistem war tiket-nya masih perlu banyak perbaikan.",instagram,2026-05-18T07:23:00Z,18,10,false,2599
P-0100,"Admin fast respon pas ada masalah pendaftaran, salut deh pelayanannya. pas semifinal woy",instagram,2026-05-24T08:43:00Z,9,10,true,3062
P-0101,"Panitia sigap bgt pas ada laporan cheat dari peserta, langsung ditindak.",twitter,2026-05-20T18:09:00Z,56,4,true,4314
P-0102,"Match day berjalan lancar, gak ada kendala teknis berarti minggu ini. woy",instagram,2026-05-21T11:29:00Z,52,3,true,1682
P-0103,"Prize pool nya gede bgt taun ini, makin semangat push rank buat kualifikasi. sih",twitter,2026-05-22T16:43:00Z,3,4,true,7521
P-0104,"Suka sama konsep turnamennya, sayang komunikasi soal aturan masih simpang siur. tim gw",twitter,2026-05-21T11:25:00Z,2,1,true,2613
P-0105,Respon cs di discord cepet banget pas gw nanya soal jadwal ulang. tim gw,telegram,2026-05-20T08:35:00Z,9,5,true,376
P-0106,"Min, requirement device minimum buat ikut kualifikasi apa aja? pas fase grup...",discord,2026-05-23T12:46:00Z,58,1,true,411
P-0107,"Sistem seeding-nya masuk akal, gak ada lagi tim kuat ketemu di fase awal doang.",telegram,2026-05-21T20:28:00Z,31,6,true,820
P-0108,"Panitia transparan soal hasil voting MVP, gak ada drama. 🙏",twitter,2026-05-20T07:33:00Z,14,0,true,6043
P-0109,"Hadiahnya oke, cuma pengiriman merchandise-nya suka telat berminggu-minggu. squad kita",instagram,2026-05-27T08:05:00Z,20,10,true,2818
P-0110,"Casting & host-nya lucu-lucu tapi tetep informatif, betah nonton sampe akhir. squad kita",discord,2026-05-28T22:14:00Z,36,9,true,256
P-0111,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan. @admin",instagram,2026-05-27T22:21:00Z,25,3,true,1677
P-0112,"Mohon info dong kalau ada turnamen Free Fire selanjutnya, pengen ikut lagi....",telegram,2026-05-25T22:13:00Z,40,7,true,326
P-0113,Ada rencana bikin divisi khusus buat pemain casual gak min? pas semifinal,instagram,2026-05-25T23:02:00Z,3,3,true,3149
P-0114,"Admin fast respon pas ada masalah pendaftaran, salut deh pelayanannya. pas fase grup",instagram,2026-05-28T17:14:00Z,57,5,true,2742
P-0115,"Numpang tanya grup fans club official di mana ya, susah nyarinya.",twitter,2026-05-27T10:59:00Z,6,11,true,2211
P-0116,"Panitia transparan soal hasil voting MVP, gak ada drama.",twitter,2026-05-27T21:55:00Z,33,4,true,6593
P-0117,Sistem laporan bug di form online-nya cepat direspon tim teknis. 😅,instagram,2026-05-25T08:41:00Z,17,3,true,3530
P-0118,"Bracket-nya jelas dan gampang dipahami, rules juga fair buat semua tim. min",discord,2026-05-28T23:11:00Z,10,12,true,885
P-0119,"War tiket kemarin lancar banget, langsung dapet slot buat squad gw. GG admin!",discord,2026-05-26T08:45:00Z,14,1,true,273
P-0120,"Match day kemarin seru banget, panitia on point ngatur jadwalnya. di server utama",discord,2026-05-26T18:51:00Z,32,4,true,607
P-0121,Kapan pengumuman bracket fase knockout keluar ya min?,instagram,2026-05-30T14:08:00Z,54,4,true,1577
P-0122,Match hari ini tayang jam berapa ya di jadwal terbaru?,instagram,2026-05-26T15:26:00Z,15,3,false,3554
P-0123,"Admin fast respon pas ada masalah pendaftaran, salut deh pelayanannya. sih",twitter,2026-05-25T20:08:00Z,4,1,false,4745
P-0124,"Sistem tie-break di fase grup gak jelas, bikin protes dari beberapa tim. min",telegram,2026-05-30T23:31:00Z,26,25,true,577
P-0125,"Match day kemarin seru bgt, panitia on point ngatur jadwalnya. 😅",telegram,2026-05-26T07:03:00Z,18,6,false,897
P-0126,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan.",telegram,2026-05-30T17:08:00Z,97,16,false,517
P-0127,"Bracket update-nya real-time, jadi gampang mantau tim jagoan sendiri.",telegram,2026-05-31T23:02:00Z,5,9,true,668
P-0128,Respon cs di discord cepet banget pas gw nanya soal jadwal ulang.,telegram,2026-05-25T16:07:00Z,48,4,true,853
P-0129,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda? (match kemarin) 🙏,twitter,2026-05-28T11:31:00Z,39,8,false,2351
P-0130,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih. min",twitter,2026-05-28T19:29:00Z,83,11,true,3693
P-0131,"Prize pool dan hadiah turnamen makin menarik tiap season, keep it up! min",discord,2026-05-30T07:45:00Z,10,5,true,1125
P-0132,"Sistem anti-cheat-nya kayaknya bolong, banyak laporan cheater gak ditindak.",discord,2026-05-31T23:04:00Z,86,27,true,1041
P-0133,"War tiket kemarin lancar banget, langsung dapet slot buat squad gw. GG admin! tim gw 😭",instagram,2026-05-27T11:55:00Z,24,12,true,1195
P-0134,Sistem laporan bug di form online-nya cepat direspon tim teknis.,telegram,2026-05-26T15:22:00Z,11,2,false,743
P-0135,"Sistem tie-break di fase grup gak jelas, bikin protes dari beberapa tim.",discord,2026-05-27T15:06:00Z,96,21,false,444
P-0136,"Panitia transparan soal hasil voting MVP, gak ada drama. pas fase grup woy",telegram,2026-05-26T18:13:00Z,57,3,true,481
P-0137,"Hadiahnya oke, cuma pengiriman merchandise-nya suka telat berminggu-minggu.",discord,2026-05-29T10:14:00Z,28,6,true,1172
P-0138,"Venue kece, sound system oke, tapi antrian masuknya berantakan banget gak ada yang atur. woy",instagram,2026-05-26T18:07:00Z,24,9,true,1154
P-0139,"Kualitas produksi turnamen ini naik drastis dibanding season lalu, apresiasi tim produksinya.",twitter,2026-05-31T07:35:00Z,38,6,true,5387
P-0140,"Kualitas produksi turnamen ini naik drastis dibanding season lalu, apresiasi tim produksinya. di server utama woy",telegram,2026-05-29T22:37:00Z,15,2,true,700
P-0141,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya. tim gw",discord,2026-05-30T22:19:00Z,17,14,true,1033
P-0142,Sistem laporan bug di form online-nya cepat direspon tim teknis.,telegram,2026-05-26T08:32:00Z,3,12,true,402
P-0143,"Bug scoreboard bikin skor sempat kebalik, untung buru-buru dikoreksi tapi bikin panik. (match kemarin)",instagram,2026-05-27T19:45:00Z,15,22,true,3511
P-0144,Jadwal rilis di awal season bikin gampang atur waktu buat nonton semua match.,discord,2026-05-31T09:26:00Z,36,10,true,1014
P-0145,Match hari ini tayang jam berapa ya di jadwal terbaru? tim gw,instagram,2026-06-06T23:54:00Z,47,1,true,1475
P-0146,"Titip promo dikit, warung aku buka giveaway topup ya, cek bio.",telegram,2026-06-03T13:54:00Z,44,3,true,453
P-0147,"Bracket-nya jelas dan gampang dipahami, rules juga fair buat semua tim. 😭",instagram,2026-06-01T16:11:00Z,47,8,false,1017
P-0148,Sistem laporan bug di form online-nya cepat direspon tim teknis. squad kita,discord,2026-06-03T09:43:00Z,51,0,true,858
P-0149,"Bracket update-nya real-time, jadi gampang mantau tim jagoan sendiri. woy",twitter,2026-06-01T12:26:00Z,22,3,true,5271
P-0150,"Panitia komunikatif banget ya, ganti rules H-1 tanpa kabar, keren inisiatifnya. 😅",twitter,2026-06-03T14:20:00Z,83,23,true,4877
P-0151,"Sistem seeding-nya masuk akal, gak ada lagi tim kuat ketemu di fase awal doang.",telegram,2026-06-01T19:51:00Z,27,4,false,310
P-0152,"Kecewa sama koneksi server, ini turnamen kedua kalinya kejadian lag pas final. pas fase grup",discord,2026-06-06T10:07:00Z,16,7,true,1096
P-0153,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya.",telegram,2026-06-06T15:48:00Z,32,12,true,175
P-0154,"Hadiahnya oke, cuma pengiriman merchandise-nya suka telat berminggu-minggu.",instagram,2026-06-05T13:03:00Z,45,5,true,2733
P-0155,Jadwal rilis di awal season bikin gampang atur waktu buat nonton semua match.,instagram,2026-06-03T20:43:00Z,10,1,true,1493
P-0156,"Kapan war tiket season depan dibuka, biar bisa siap-siap dari sekarang. (match kemarin)",twitter,2026-06-07T20:52:00Z,52,5,true,6864
P-0157,"Admin lambat respon banget soal komplain pembayaran, udah 3 hari gak dibales.",instagram,2026-06-05T14:02:00Z,23,29,true,3765
P-0158,"Min, requirement device minimum buat ikut kualifikasi apa aja? di server utama",twitter,2026-06-07T13:19:00Z,2,5,false,6441
P-0159,"Kualitas produksi turnamen ini naik drastis dibanding season lalu, apresiasi tim produksinya. pas fase grup",telegram,2026-06-05T09:12:00Z,3,0,true,745
P-0160,"Hadiahnya oke, cuma pengiriman merchandise-nya suka telat berminggu-minggu.",telegram,2026-06-01T13:17:00Z,29,11,true,497
P-0161,"Slot war tiket kali ini adil, gak keburu diborong bot kayak dulu....",discord,2026-06-02T17:52:00Z,36,7,true,841
P-0162,"Proses verifikasi akun peserta ribet banget, dokumen udah lengkap tapi masih ditolak.",discord,2026-06-03T17:31:00Z,31,14,true,1067
P-0163,"Delay pertandingan udah 2 jam tanpa info jelas, gimana sih panitianya. deh",discord,2026-06-05T19:01:00Z,64,12,true,1095
P-0164,"Bagus banget nih refund-nya, cuma nunggu sebulan doang, cepet kan ya. min",twitter,2026-06-03T23:05:00Z,99,9,false,3728
P-0165,"Server match kemarin lag parah pas grand final, bikin momen penting jadi kacau. ya",discord,2026-06-03T20:23:00Z,83,17,true,823
P-0166,"Bracket adil kok menurut gw, cuma jadwalnya suka mundur-mundur tanpa pemberitahuan jelas. (match kemarin)",instagram,2026-06-01T11:28:00Z,27,2,false,3563
P-0167,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi.",discord,2026-06-02T13:52:00Z,21,0,true,1130
P-0168,Ada yang tau format match-nya BO1 apa BO3 buat semifinal? woy,discord,2026-06-02T07:28:00Z,19,5,true,805
P-0169,Kapan pengumuman bracket fase knockout keluar ya min? pas fase grup,telegram,2026-06-07T11:39:00Z,10,10,true,780
P-0170,"Bracket-nya jelas dan gampang dipahami, rules juga fair buat semua tim. @admin",instagram,2026-06-01T11:58:00Z,56,6,true,1921
P-0171,Boleh tau kontak admin buat urusan sponsorship gak? pas semifinal,instagram,2026-06-02T08:33:00Z,59,10,true,2929
P-0172,"Venue-nya keren, setup panggung sama lighting-nya bikin suasana makin hype.",instagram,2026-06-04T09:33:00Z,10,12,true,1175
P-0173,"Casting & host-nya lucu-lucu tapi tetep informatif, betah nonton sampe akhir.",twitter,2026-06-05T12:31:00Z,30,11,true,2339
P-0174,Nonton dari mana ya kalau streaming utamanya penuh? deh,twitter,2026-06-05T17:52:00Z,46,3,true,6862
P-0175,"Koordinasi antara caster dan analis pas review match enak diikuti, gak membosankan. (match kemarin)...",discord,2026-06-06T16:24:00Z,53,1,true,1154
P-0176,Respon cs di discord cepet banget pas gw nanya soal jadwal ulang.,twitter,2026-06-06T21:53:00Z,54,6,true,3068
P-0177,Ada rencana bikin divisi khusus buat pemain casual gak min? deh,twitter,2026-06-06T17:49:00Z,14,9,true,7228
P-0178,"Komunitasnya asik banget, tapi moderasi di grup official kadang kurang tegas.",instagram,2026-06-04T11:07:00Z,14,6,true,3229
P-0179,"Prize pool nya gede banget taun ini, makin semangat push rank buat kualifikasi. di server utama",discord,2026-06-04T10:30:00Z,5,3,true,290
P-0180,"Sistem seeding-nya masuk akal, gak ada lagi tim kuat ketemu di fase awal doang. 😅",instagram,2026-06-07T09:42:00Z,26,9,true,1048
P-0181,Voice chat resmi buat coordinator tim lag parah pas technical meeting. 🙏,telegram,2026-06-10T18:37:00Z,92,24,true,325
P-0182,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. tim gw",telegram,2026-06-11T20:45:00Z,44,0,true,239
P-0183,Voice chat resmi buat coordinator tim lag parah pas technical meeting.,discord,2026-06-14T15:11:00Z,76,29,true,354
P-0184,"Panitia ganti rules mendadak sehari sebelum match, gak ada sosialisasi jelas. deh",twitter,2026-06-08T17:23:00Z,20,5,true,4839
P-0185,"Komunitasnya asik banget, tapi moderasi di grup official kadang kurang tegas. sih",instagram,2026-06-14T17:03:00Z,34,1,true,3563
P-0186,Kapan pengumuman bracket fase knockout keluar ya min?,discord,2026-06-11T12:10:00Z,50,1,true,991
P-0187,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih.",discord,2026-06-12T09:52:00Z,66,22,true,533
P-0188,Prize pool untuk juara 4 sampai 8 itu dibagi rata apa beda-beda? tim gw,instagram,2026-06-12T08:16:00Z,39,4,true,1733
P-0189,"Overlay statistik pas live sering salah, bikin bingung yang lagi nonton.",discord,2026-06-14T09:06:00Z,29,2,false,802
P-0190,"Casting-nya lucu dan enak didengerin, tapi kualitas streaming-nya perlu ditingkatin lagi. tim gw 🔥",discord,2026-06-14T19:54:00Z,13,1,true,649
P-0191,Panitia kurang komunikasi soal perubahan format match H-1 sebelum hari-H.,discord,2026-06-13T08:37:00Z,71,17,true,507
P-0192,Kapan pengumuman bracket fase knockout keluar ya min?,instagram,2026-06-14T20:44:00Z,59,8,false,2563
P-0193,"Bagus banget nih refund-nya, cuma nunggu sebulan doang, cepet kan ya.",discord,2026-06-12T13:41:00Z,72,6,true,440
P-0194,"Panitia ramah banget sih orangnya, tapi sistem war tiket-nya masih perlu banyak perbaikan. (match kemarin) 🔥",instagram,2026-06-09T14:01:00Z,13,12,true,1451
P-0195,"Streaming quality turun drastis begitu penonton makin rame, servernya kurang kuat kayaknya. (match kemarin)",twitter,2026-06-13T16:49:00Z,28,12,true,2048
P-0196,"Link streaming cadangan gak disediain pas server utama down, penonton pada kebingungan.",telegram,2026-06-12T18:02:00Z,35,10,true,854
P-0197,"Refund tiket yang dibatalin sampe sekarang belum cair, udah sebulan lebih. pas semifinal 🙏",instagram,2026-06-10T19:50:00Z,90,2,true,3273
P-0198,"Kapan war tiket season depan dibuka, biar bisa siap-siap dari sekarang.",instagram,2026-06-12T11:34:00Z,40,1,true,3889
P-0199,Kapan pengumuman bracket fase knockout keluar ya min?,instagram,2026-06-11T07:15:00Z,49,10,true,1948
P-0200,"Server match kemarin lag parah pas grand final, bikin momen penting jadi kacau.",twitter,2026-06-13T12:39:00Z,64,10,true,7067
